timestamp,trend_donchian_mtf_btc,trend_donchian_adx_slope_eth,trend_donchian_adx_slope_btc,trend_donchian_mtf_xrp,trend_donchian_mtf_bnb,momentum_ranking_eth,momentum_ranking_bnb,momentum_ranking_sol,grid_trend_bias_xrp,tail_risk_hedge_bnb,tail_risk_hedge_sol,grid_trend_bias_btc,grid_trend_bias_sol,tail_risk_hedge_btc,grid_trend_bias_eth,breakout_squeeze_btc
2023-02-19,24.0,14.716231798133359,15.984617581150918,6.0,3.0,18.0,12.0,4.5,9.0,7.5,5.892725676721204,5.932176456272609,5.757092208360964,4.646459551733072,14.74541856279952,4.5
2023-02-20,24.0,14.716231798133359,15.984617581150918,6.0,3.0,18.0,12.0,4.5,9.0,7.5,5.892725676721204,5.932176456272609,5.757092208360964,4.646459551733072,14.74541856279952,4.5
2023-02-21,24.0,14.716231798133359,15.984617581150918,6.0,3.0,18.0,12.0,4.5,9.0,7.5,5.892725676721204,5.932176456272609,5.757092208360964,4.646459551733072,14.650602219556035,4.5
2023-02-22,24.0,14.716231798133359,15.984617581150918,6.0,3.0,18.0,12.0,4.5,9.0,7.5,5.892725676721204,6.045773568541797,5.835765868522585,4.646459551733072,14.503898473900628,4.5
2023-02-23,24.0,14.716231798133359,15.984617581150918,6.0,3.0,18.0,12.0,4.5,9.0,7.5,5.88919216142435,5.985268856138638,5.775379218393005,4.646459551733072,14.56912956177027,4.5
2023-02-24,24.0,14.716231798133359,16.0886096973669,6.0,3.0,18.0,12.0,4.5,9.0,7.5,5.680069063634845,5.796534454914437,5.5724800739576175,4.646459551733072,14.191954408229018,4.5
2023-02-25,24.0,14.716231798133359,16.10791548444646,6.0,3.0,18.0,12.0,4.5,9.0,7.5,5.507400875707352,5.789479196933291,5.403397453594795,4.643673347724437,14.075262259157746,4.5
2023-02-26,24.0,14.716231798133359,16.032442264114728,6.0,3.0,18.0,12.0,4.5,9.0,7.5,5.7239134822526685,5.8889278333521515,5.535340351755122,4.723742215749289,14.40671504541903,4.5
2023-02-27,24.0,14.716231798133359,16.032442264114728,6.0,3.0,18.0,12.0,4.5,9.0,7.5,5.582773865016642,5.886531335722302,5.535340351755122,4.710641496425754,14.40671504541903,4.5
2023-02-28,24.0,14.716231798133359,16.032442264114728,6.0,3.0,18.0,12.0,4.5,9.0,7.5,5.3881834677802365,5.886531335722302,5.535340351755122,4.640342996410951,14.40671504541903,4.5
2023-03-01,24.0,14.716231798133359,16.032442264114728,6.0,3.0,18.0,12.0,4.5,9.0,7.5,5.541885249901144,5.886531335722302,5.535340351755122,4.738688671945359,14.40671504541903,4.5
2023-03-02,24.0,14.716231798133359,16.032442264114728,6.0,3.0,18.0,12.0,4.5,9.0,7.5,5.416756234969379,5.886531335722302,5.535340351755122,4.706047216601727,14.40671504541903,4.5
2023-03-03,24.0,14.716231798133359,16.032442264114728,6.0,3.0,18.0,12.0,4.5,9.0,7.5,5.272168180313973,5.886531335722302,5.535340351755122,4.482492369094605,14.40671504541903,4.5
2023-03-04,24.0,14.716231798133359,16.032442264114728,6.0,3.0,18.0,12.0,4.5,9.0,7.5,5.166990839022904,5.886531335722302,5.535340351755122,4.481067941725584,14.40671504541903,4.5
2023-03-05,24.0,14.716231798133359,16.032442264114728,6.0,3.0,18.0,12.0,4.5,9.0,7.5,5.162803450727943,5.886531335722302,5.535340351755122,4.497860134794189,14.40671504541903,4.5
2023-03-06,24.0,14.716231798133359,16.032442264114728,6.0,3.0,18.0,12.0,4.5,9.0,7.495502698380972,5.079548318745784,5.886531335722302,5.535340351755122,4.493386229114023,14.497259473552523,4.5
2023-03-07,24.0,14.716231798133359,16.032442264114728,6.0,3.0,18.0,12.0,4.5,9.0,7.534852589124481,4.983731021878744,5.886531335722302,5.535340351755122,4.448584525595427,14.497259473552523,4.5
2023-03-08,24.0,14.707407353721127,16.022828566974542,6.0,3.0,18.0,12.0,4.5,9.0,7.476479241266561,4.535434157359428,5.886531335722302,5.535340351755122,4.448584525595427,14.497259473552523,4.497301619028583
2023-03-09,24.0,15.619769915908531,17.01438569678769,6.0,3.0,18.0,12.0,4.5,9.0,7.215623343026483,4.265717087772257,5.886531335722302,5.535340351755122,4.448584525595427,14.497259473552523,4.775612746594372
2023-03-10,24.0,15.724193487090929,17.17053590276242,6.0,3.0,18.0,12.0,4.5,9.0,7.219532272570541,4.470652797266801,5.886531335722302,5.535340351755122,4.4459169754101815,14.497259473552523,4.819441123787975
2023-03-11,24.0,15.409915143668348,16.945357162959407,6.0,3.0,18.0,12.0,4.5,9.0,7.18773964561221,4.44873058795789,5.886531335722302,5.535340351755122,4.513686398479894,14.497259473552523,4.756237756988293
2023-03-12,24.0,15.409915143668348,16.697118918420507,6.0,3.0,18.0,12.0,4.5,9.0,7.506187105801396,4.973878343537661,5.886531335722302,5.532021139071679,4.853394428323478,14.497259473552523,4.686562028111641
2023-03-13,24.0,15.48180980229641,16.778788701119556,6.0,3.0,18.0,12.0,4.5,9.0,8.024511163343368,5.024619636994242,5.886531335722302,5.4772486525462165,5.324314657100732,14.497259473552523,4.686562028111641
2023-03-14,24.0,15.721884476992155,17.16631512995996,6.0,3.0,18.0,12.0,4.5,9.0,8.043795215760717,5.137550543505828,5.886531335722302,5.351271933537653,5.448595390612941,14.497259473552523,4.686562028111641
2023-03-15,24.0,15.108140518958331,16.89859603869832,6.0,3.0,18.0,12.0,4.5,9.0,7.985421867902796,5.137550543505828,5.886531335722302,5.791767606471647,5.361510578231829,14.497259473552523,4.686562028111641
2023-03-16,24.0,15.108140518958331,17.394803545808134,6.0,3.0,18.0,12.0,4.5,9.0,8.574888443146609,5.137550543505828,5.886531335722302,5.791767606471647,5.516563486258428,14.497259473552523,4.686562028111641
2023-03-17,24.0,15.099081070316142,19.0622464161001,6.0,3.0,18.0,12.0,4.5,9.0,8.824538743360389,5.137550543505828,5.886531335722302,5.791767606471647,6.044944238895767,14.497259473552523,4.686562028111641
2023-03-18,24.0,14.842291968073484,18.722933777600225,6.0,3.0,18.0,12.0,4.5,9.0,8.621013811766481,5.137550543505828,5.886531335722302,5.791767606471647,5.939647773735334,14.497259473552523,4.686562028111641
2023-03-19,24.0,15.026592789400453,19.46425298604292,6.0,3.0,18.0,12.0,4.5,9.0,8.751050867932115,5.137550543505828,5.886531335722302,5.791767606471647,6.1711454739737945,14.497259473552523,4.686562028111641
2023-03-20,24.0,14.770640466894188,19.286218920571304,6.0,3.0,18.0,12.0,4.5,9.0,8.653848819936561,5.137550543505828,5.886531335722302,5.791767606471647,6.111936088408521,14.488566333752273,4.686562028111641
2023-03-21,24.0,14.770640466894188,19.556519526657066,6.0,3.0,18.0,12.0,4.5,9.0,8.712203613408912,5.137550543505828,5.886531335722302,5.791767606471647,6.111936088408521,15.14646646296572,4.686562028111641
2023-03-22,24.0,14.770640466894188,18.54469068736038,6.0,3.0,18.0,12.0,4.5,9.0,8.712203613408912,5.137550543505828,5.886531335722302,5.791767606471647,6.111936088408521,15.291593421149226,4.686562028111641
2023-03-23,24.0,14.770640466894188,18.54469068736038,6.0,3.0,18.0,12.0,4.5,9.0,8.712203613408912,5.137550543505828,5.886531335722302,5.791767606471647,6.111936088408521,16.18702893693685,4.686562028111641
2023-03-24,24.0,14.770640466894188,18.54469068736038,6.0,3.0,18.0,12.0,4.5,9.0,8.712203613408912,5.137550543505828,5.886531335722302,5.791767606471647,6.111936088408521,16.18702893693685,4.686562028111641
2023-03-25,24.0,14.770640466894188,18.54469068736038,6.0,3.0,18.0,12.0,4.5,9.0,8.712203613408912,5.137550543505828,5.886531335722302,5.791767606471647,6.111936088408521,16.18702893693685,4.686562028111641
2023-03-26,24.0,14.770640466894188,18.54469068736038,6.0,3.0,18.0,12.0,4.5,9.0,8.712203613408912,5.137550543505828,5.886531335722302,5.791767606471647,6.111936088408521,16.18702893693685,4.686562028111641
2023-03-27,24.0,14.770640466894188,18.54469068736038,6.0,3.0,18.0,12.0,4.5,9.0,8.712203613408912,5.137550543505828,5.886531335722302,5.791767606471647,6.111936088408521,16.18702893693685,4.686562028111641
2023-03-28,24.0,14.770640466894188,18.54469068736038,6.0,3.0,18.0,12.0,4.5,9.0,8.712203613408912,5.137550543505828,5.886531335722302,5.791767606471647,6.111936088408521,16.18702893693685,4.686562028111641
2023-03-29,24.0,14.770640466894188,18.54469068736038,6.0,3.0,18.0,12.0,4.5,9.0,8.712203613408912,5.137550543505828,5.886531335722302,5.791767606471647,6.111936088408521,16.18702893693685,4.686562028111641
2023-03-30,24.0,14.770640466894188,18.54469068736038,6.0,3.0,18.0,12.0,4.5,9.0,8.712203613408912,5.137550543505828,5.886531335722302,5.791767606471647,6.111936088408521,16.18702893693685,4.686562028111641
2023-03-31,24.0,14.770640466894188,18.54469068736038,6.0,3.0,18.0,12.0,4.5,9.0,8.712203613408912,5.137550543505828,5.886531335722302,5.791767606471647,6.111936088408521,16.18702893693685,4.686562028111641
2023-04-01,24.0,14.770640466894188,18.54469068736038,6.0,3.0,18.0,12.0,4.5,8.998137463298052,8.712203613408912,5.137550543505828,5.886531335722302,5.791767606471647,6.111936088408521,16.18702893693685,4.686562028111641
2023-04-02,24.0,14.770640466894188,18.54469068736038,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,5.137550543505828,5.886531335722302,5.791767606471647,6.111936088408521,16.18702893693685,4.686562028111641
2023-04-03,24.0,14.770640466894188,18.54469068736038,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,5.134469861588874,5.886531335722302,5.791767606471647,6.111936088408521,16.536272781843678,4.686562028111641
2023-04-04,24.0,14.770640466894188,18.54469068736038,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,5.250249092962015,5.886531335722302,5.791767606471647,6.111936088408521,16.536272781843678,4.686562028111641
2023-04-05,24.0,14.733377093211681,18.54469068736038,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,5.263308789342499,5.886531335722302,5.791767606471647,6.111936088408521,16.536272781843678,4.686562028111641
2023-04-06,24.0,14.497191553874433,18.54469068736038,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,5.175658134788864,5.886531335722302,5.791767606471647,6.111936088408521,16.536272781843678,4.686562028111641
2023-04-07,24.0,14.497191553874433,18.54469068736038,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,5.131707233508387,5.886531335722302,5.791767606471647,6.111936088408521,16.536272781843678,4.686562028111641
2023-04-08,24.0,14.497191553874433,18.54469068736038,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,5.029238846523049,5.886531335722302,5.791767606471647,6.111936088408521,16.536272781843678,4.686562028111641
2023-04-09,24.0,14.497191553874433,18.54469068736038,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,5.092779292374251,5.886531335722302,5.791767606471647,6.111936088408521,16.72727325620497,4.686562028111641
2023-04-10,24.0,14.497191553874433,18.828526443819708,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,5.247235316874211,5.886531335722302,5.791767606471647,6.111936088408521,16.72727325620497,4.686562028111641
2023-04-11,24.0,14.497191553874433,19.186249730389488,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,5.776153020283825,5.886531335722302,5.791767606471647,6.111936088408521,16.72727325620497,4.686562028111641
2023-04-12,24.0,14.497191553874433,18.987814572756346,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,5.976820278130114,5.886531335722302,5.791767606471647,6.111936088408521,16.72727325620497,4.686562028111641
2023-04-13,24.0,14.682685492115077,19.296423013683036,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.130358507352133,5.886531335722302,5.791767606471647,6.111936088408521,16.72727325620497,4.686562028111641
2023-04-14,24.0,15.324721401278689,19.35556285304295,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.130358507352133,5.886531335722302,5.791767606471647,6.111936088408521,16.72727325620497,4.686562028111641
2023-04-15,24.0,15.256197677852384,19.246393339715983,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.130358507352133,5.886531335722302,5.791767606471647,6.111936088408521,16.72727325620497,4.686562028111641
2023-04-16,24.0,15.461039096018135,19.25246678331122,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.130358507352133,5.886531335722302,5.791767606471647,6.111936088408521,16.72727325620497,4.686562028111641
2023-04-17,24.0,15.135058827066798,19.036567502149712,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.130358507352133,5.886531335722302,5.791767606471647,6.111936088408521,16.72727325620497,4.686562028111641
2023-04-18,24.0,15.350335700450824,19.036567502149712,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.130358507352133,5.886531335722302,5.791767606471647,6.111936088408521,16.72727325620497,4.686562028111641
2023-04-19,24.0,14.442259155464221,19.025152410703292,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.130358507352133,5.886531335722302,5.6511312498432655,6.111936088408521,16.314717646379044,4.686562028111641
2023-04-20,24.0,14.373174589786466,19.390795847080696,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.130358507352133,5.886531335722302,5.536412786695521,6.111936088408521,16.39275911971245,4.686562028111641
2023-04-21,24.0,15.076716869445328,20.038779836299813,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.126682497853421,5.886531335722302,5.299494221499091,6.111936088408521,15.598001629117121,4.686562028111641
2023-04-22,24.0,14.887163758428958,19.672766429149313,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.2809525188611675,5.886531335722302,5.430903223482979,6.111936088408521,15.812130558111916,4.686562028111641
2023-04-23,24.0,14.97798195503885,19.822241228102044,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.188390506256519,5.886531335722302,5.430903223482979,6.111936088408521,15.709537659113622,4.686562028111641
2023-04-24,24.0,15.12854896520788,19.874876177196246,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.163015250464592,5.886531335722302,5.430903223482979,6.111936088408521,15.539449431826977,4.686562028111641
2023-04-25,24.0,14.938998393516089,19.3418272594589,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.321898954343597,5.886531335722302,5.430903223482979,6.111936088408521,15.734682537452484,4.686562028111641
2023-04-26,24.0,14.938998393516089,18.97167709764431,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.129277694468505,5.886531335722302,5.430903223482979,6.111936088408521,15.734682537452484,4.686562028111641
2023-04-27,24.0,14.938998393516089,19.677711387536014,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.437817736483997,5.886531335722302,5.430903223482979,6.111936088408521,15.734682537452484,4.686562028111641
2023-04-28,24.0,14.938998393516089,19.570171818870076,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.727614691834997,5.886531335722302,5.430903223482979,6.111936088408521,15.734682537452484,4.686562028111641
2023-04-29,24.0,14.938998393516089,19.51592465953496,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.682631283840215,5.886531335722302,5.430903223482979,6.111936088408521,15.734682537452484,4.686562028111641
2023-04-30,24.0,14.938998393516089,19.517767393808988,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.554024873803851,5.886531335722302,5.430903223482979,6.111936088408521,15.734682537452484,4.686562028111641
2023-05-01,24.0,14.938998393516089,19.05756010801625,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.326224282035404,5.886531335722302,5.430903223482979,6.111936088408521,15.734682537452484,4.686562028111641
2023-05-02,24.0,14.938998393516089,19.05756010801625,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.414172611768791,5.886531335722302,5.430903223482979,6.111936088408521,15.734682537452484,4.686562028111641
2023-05-03,24.0,14.938998393516089,19.05756010801625,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.409270573718078,5.886531335722302,5.430903223482979,6.111936088408521,15.734682537452484,4.686562028111641
2023-05-04,24.0,14.938998393516089,19.05756010801625,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.264804628811759,5.886531335722302,5.430903223482979,6.111936088408521,15.734682537452484,4.686562028111641
2023-05-05,24.0,14.938998393516089,19.05756010801625,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.578246708877964,5.886531335722302,5.430903223482979,6.111936088408521,15.734682537452484,4.686562028111641
2023-05-06,24.0,14.938998393516089,19.05756010801625,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.317285271472338,5.886531335722302,5.430903223482979,6.111936088408521,15.734682537452484,4.686562028111641
2023-05-07,24.0,14.938998393516089,19.05756010801625,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.2454848317883584,5.886531335722302,5.430903223482979,6.111936088408521,15.734682537452484,4.686562028111641
2023-05-08,24.0,14.938998393516089,18.81759182444052,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,5.944442024438663,5.886531335722302,5.430903223482979,6.111936088408521,15.734682537452484,4.686562028111641
2023-05-09,24.0,14.938998393516089,18.845818926214182,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,5.953957745360637,5.886531335722302,5.430903223482979,6.111936088408521,15.734682537452484,4.686562028111641
2023-05-10,24.0,14.938998393516089,18.468374146376043,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,6.02921844719806,5.886531335722302,5.430903223482979,6.108271125733082,15.734682537452484,4.686562028111641
2023-05-11,24.0,14.847712047430276,18.468374146376043,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,5.810617020035582,5.886531335722302,5.430903223482979,5.969531839426284,15.734682537452484,4.686562028111641
2023-05-12,24.0,14.728616516157224,18.311019233938765,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,5.810617020035582,5.886531335722302,5.430903223482979,5.93159721892452,15.734682537452484,4.686562028111641
2023-05-13,24.0,14.728616516157224,18.324717629248234,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,5.810617020035582,5.886531335722302,5.430903223482979,5.926636708129194,15.734682537452484,4.686562028111641
2023-05-14,24.0,14.728616516157224,18.100468571637023,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,5.810617020035582,5.886531335722302,5.430903223482979,5.957462739500154,15.734682537452484,4.686562028111641
2023-05-15,24.0,14.728616516157224,18.100468571637023,6.0,3.0,18.0,12.0,4.5,9.2117290725761,8.712203613408912,5.810617020035582,5.886531335722302,5.52594971509369,6.012958454022873,15.734682537452484,4.686562028111641
